"id";"word";"transcriptionUs";"transcriptionUk";"soundUsPath";"soundUkPath";"translates"
"161";"classical";"|ˈklæsɪkl|";"|ˈklæsɪk(ə)l|";"./sound/us/classical.mp3";"./sound/uk/classical.mp3";"классический, гуманитарный"
"162";"classroom";"|ˈklæsruːm|";"|ˈklɑːsruːm|";"./sound/us/classroom.mp3";"./sound/uk/classroom.mp3";"класс, классная комната, аудитория"
"163";"clean";"|kliːn|";"|kliːn|";"./sound/us/clean.mp3";"./sound/uk/clean.mp3";"чистый, ровный, чистить, очищать, чистка, уборка, начисто, полностью"
"164";"cleaner";"|ˈkliːnər|";"|ˈkliːnə|";"./sound/us/cleaner.mp3";"./sound/uk/cleaner.mp3";"уборщик, чистильщик, средство для чистки, мойщик окон"
"165";"clock";"|klɑːk|";"|klɒk|";"./sound/us/clock.mp3";"./sound/uk/clock.mp3";"часы, циферблат, стрелка, спидометр, рожа, хронометрировать, показать время"
"166";"close";"|kləʊz|";"|kləʊz|";"./sound/us/close.mp3";"./sound/uk/close.mp3";"близкий, близко, почти, закрытие, конец, закрывать, близ"
"167";"closed";"|kləʊzd|";"|kləʊzd|";"./sound/us/closed.mp3";"./sound/uk/closed.mp3";"закрытый, замкнутый, крытый, запертый, законченный, заделанный, под током"
"168";"clothes";"|kləʊðz|";"|kləʊ(ð)z|";"./sound/us/clothes.mp3";"./sound/uk/clothes.mp3";"одежда, платье, постельное белье"
"169";"club";"|klʌb|";"|klʌb|";"./sound/us/club.mp3";"./sound/uk/club.mp3";"клуб, дубина, дубинка, клюшка, булава, трефы, бить, собираться, собираться вместе"
"170";"coast";"|kəʊst|";"|kəʊst|";"./sound/us/coast.mp3";"./sound/uk/coast.mp3";"побережье, берег, береговой, плавать вдоль побережья"
"171";"code";"|kəʊd|";"|kəʊd|";"./sound/us/code.mp3";"./sound/uk/code.mp3";"код, кодекс, кодировка, законы, кодировать, шифровать, кодифицировать"
"172";"coffee";"|ˈkɔːfɪ|";"|ˈkɒfɪ|";"./sound/us/coffee.mp3";"./sound/uk/coffee.mp3";"кофе, кофейный"
"173";"coin";"|kɔɪn|";"|kɔɪn|";"./sound/us/coin.mp3";"./sound/uk/coin.mp3";"монета, монетка, деньги, звонкая монета, чеканить, придумывать, штамповать"
"174";"coke";"|kəʊk|";"|kəʊk|";"./sound/us/coke.mp3";"./sound/uk/coke.mp3";"кокс, кокаин, кока-кола, коксовый, коксовать, коксоваться"
"175";"cold";"|kəʊld|";"|kəʊld|";"./sound/us/cold.mp3";"./sound/uk/cold.mp3";"холодный, слабый, холодность, холод, простуда, точно, достоверно"
"176";"collocation";"|ˌkɑːləˈkeɪʃn|";"|kɒləˈkeɪʃ(ə)n|";"./sound/us/collocation.mp3";"./sound/uk/collocation.mp3";"словосочетание, расположение, расстановка"
"177";"colour";"|ˈkʌlər|";"|ˈkʌlə|";"./sound/us/colour.mp3";"./sound/uk/colour.mp3";"цвет, колорит, оттенок, цветовой, цветной, окрашивать, красить"
"178";"column";"|ˈkɑːləm|";"|ˈkɒləm|";"./sound/us/column.mp3";"./sound/uk/column.mp3";"колонка, колонна, столбец, столб, графа, столбик, стойка, строй кильватера"
"179";"come";"|kʌm|";"|kʌm|";"./sound/us/come.mp3";"./sound/uk/come.mp3";"приходить, приехать, приезжать, прибывать, наступить, происходить, подходить"
"180";"common";"|ˈkɑːmən|";"|ˈkɒmən|";"./sound/us/common.mp3";"./sound/uk/common.mp3";"общий, распространенный, обычный, частый, общее, выгон, пустырь, здравый смысл"
"181";"communication";"|kəˌmjuːnɪˈkeɪʃn|";"|kəmjuːnɪˈkeɪʃ(ə)n|";"./sound/us/communication.mp3";"./sound/uk/communication.mp3";"связь, коммуникация, общение, сообщение, передача, соединение, информация"
"182";"company";"|ˈkʌmpənɪ|";"|ˈkʌmp(ə)nɪ|";"./sound/us/company.mp3";"./sound/uk/company.mp3";"компания, фирма, общество, рота, труппа, фирменный, ротный"
"183";"compare";"|kəmˈper|";"|kəmˈpeə|";"./sound/us/compare.mp3";"./sound/uk/compare.mp3";"сравнение, сравниться, сравнивать, сопоставлять"
"184";"complete";"|kəmˈpliːt|";"|kəmˈpliːt|";"./sound/us/complete.mp3";"./sound/uk/complete.mp3";"полный, совершенный, завершать, дополнить, полностью, совершенно"
"185";"computer";"|kəmˈpjuːtər|";"|kəmˈpjuːtə|";"./sound/us/computer.mp3";"./sound/uk/computer.mp3";"компьютер, ЭВМ, ПК, машина, вычислитель, компьютерный"
"186";"connected";"|kəˈnektɪd|";"|kəˈnektɪd|";"./sound/us/connected.mp3";"./sound/uk/connected.mp3";"связанный, связный, соединенный, имеющий родственные связи"
"187";"consonant";"|ˈkɑːnsənənt|";"|ˈkɒns(ə)nənt|";"./sound/us/consonant.mp3";"./sound/uk/consonant.mp3";"согласный, созвучный, совместимый, согласный звук"
"188";"contact";"|ˈkɑːntækt|";"|ˈkɒntækt|";"./sound/us/contact.mp3";"./sound/uk/contact.mp3";"контакт, связь, связи, связывающий, контактный, связаться, соприкасаться"
"189";"continent";"|ˈkɑːntɪnənt|";"|ˈkɒntɪnənt|";"./sound/us/continent.mp3";"./sound/uk/continent.mp3";"континент, материк, колонии, сдержанный, воздержанный, целомудренный"
"190";"contract";"|ˈkɑːntrækt|";"|ˈkɒntrækt|";"./sound/us/contract.mp3";"./sound/uk/contract.mp3";"контракт, договор, подряд, сокращать, сокращаться, договорный, подрядный"
"191";"contraction";"|kənˈtrækʃn|";"|kənˈtrækʃ(ə)n|";"./sound/us/contraction.mp3";"./sound/uk/contraction.mp3";"сокращение, сжатие, сужение, стягивание, усадка, контракция, уменьшение, контрактура"
"192";"convent";"|ˈkɑːnvent|";"|ˈkɒnv(ə)nt|";"./sound/us/convent.mp3";"./sound/uk/convent.mp3";"монастырь, женский монастырь"
"193";"conversation";"|ˌkɑːnvərˈseɪʃn|";"|kɒnvəˈseɪʃ(ə)n|";"./sound/us/conversation.mp3";"./sound/uk/conversation.mp3";"разговор, беседа, переговоры, жанровая картина"
"194";"cook";"|kʊk|";"|kʊk|";"./sound/us/cook.mp3";"./sound/uk/cook.mp3";"повар, кашевар, кок, кухарка, готовить, варить, вариться, поварской"
"195";"copy";"|ˈkɑːpɪ|";"|ˈkɒpɪ|";"./sound/us/copy.mp3";"./sound/uk/copy.mp3";"копия, экземпляр, образец, рукопись, копировать, переписывать, списать"
"196";"correct";"|kəˈrekt|";"|kəˈrekt|";"./sound/us/correct.mp3";"./sound/uk/correct.mp3";"правильный, корректный, верный, исправлять, корректировать, поправлять"
"197";"correctly";"|kəˈrektlɪ|";"|kəˈrek(t)lɪ|";"./sound/us/correctly.mp3";"./sound/uk/correctly.mp3";"правильно, корректно, верно, грамотно, вежливо"
"198";"could";"|kʊd|";"|kəd|";"./sound/us/could.mp3";"./sound/uk/could.mp3";"мог"
"199";"count";"|kaʊnt|";"|kaʊnt|";"./sound/us/count.mp3";"./sound/uk/count.mp3";"граф, счет, подсчет, итог, считать, подсчитывать, счесть"
"200";"country";"|ˈkʌntrɪ|";"|ˈkʌntrɪ|";"./sound/us/country.mp3";"./sound/uk/country.mp3";"страна, местность, отечество, родина, загородный, деревенский, сельский"
"201";"couple";"|ˈkʌpl|";"|ˈkʌp(ə)l|";"./sound/us/couple.mp3";"./sound/uk/couple.mp3";"пара, два, чета, пара сил, элемент, свора, соединять, соединяться, связывать"
"202";"course";"|kɔːrs|";"|kɔːs|";"./sound/us/course.mp3";"./sound/uk/course.mp3";"курс, блюдо, направление, курсовой, бежать, течь, преследовать"
"203";"cousin";"|ˈkʌzn|";"|ˈkʌz(ə)n|";"./sound/us/cousin.mp3";"./sound/uk/cousin.mp3";"кузен, двоюродный брат, кузина, двоюродная сестра, родственник"
"204";"cover";"|ˈkʌvər|";"|ˈkʌvə|";"./sound/us/cover.mp3";"./sound/uk/cover.mp3";"обложка, крышка, покрывало, покров, чехол, охватывать, покрывать, закрывать"
"205";"cream";"|kriːm|";"|kriːm|";"./sound/us/cream.mp3";"./sound/uk/cream.mp3";"крем, сливки, цвет, кремовый, кремового цвета, пениться, снимать сливки"
"206";"croissant";"|kwɑːˈsɑːnt|";"|ˈkrwɑːsɒŋ|";"./sound/us/croissant.mp3";"./sound/uk/croissant.mp3";"круассан, французский рогалик, рогалик"
"207";"cross";"|krɔːs|";"|krɒs|";"./sound/us/cross.mp3";"./sound/uk/cross.mp3";"крест, кросс, крестик, перекрестный, пересекаться, косо"
"208";"culture";"|ˈkʌltʃər|";"|ˈkʌltʃə|";"./sound/us/culture.mp3";"./sound/uk/culture.mp3";"культура, разведение, возделывание, выращивать"
"209";"cup";"|kʌp|";"|kʌp|";"./sound/us/cup.mp3";"./sound/uk/cup.mp3";"чашка, кубок, чаша, чашечка, манжета, чарка, придавать чашевидную форму"
"210";"curry";"|ˈkɜːrɪ|";"|ˈkʌrɪ|";"./sound/us/curry.mp3";"./sound/uk/curry.mp3";"карри, блюдо, приправленное карри, выделывать кожу, чистить скребницей"
"211";"dad";"|dæd|";"|dæd|";"./sound/us/dad.mp3";"./sound/uk/dad.mp3";"папа, папочка"
"212";"daily";"|ˈdeɪlɪ|";"|ˈdeɪlɪ|";"./sound/us/daily.mp3";"./sound/uk/daily.mp3";"ежедневный, повседневный, ежедневно, ежедневная газета"
"213";"dance";"|dæns|";"|dɑːns|";"./sound/us/dance.mp3";"./sound/uk/dance.mp3";"танцевать, плясать, приплясывать, скакать, танец, пляска, бал, танцевальный вечер, тур"
"214";"dangerous";"|ˈdeɪndʒərəs|";"|ˈdeɪn(d)ʒ(ə)rəs|";"./sound/us/dangerous.mp3";"./sound/uk/dangerous.mp3";"опасный, рискованный"
"215";"dark";"|dɑːrk|";"|dɑːk|";"./sound/us/dark.mp3";"./sound/uk/dark.mp3";"темный, черный, мрачный, темно, темнота, тьма, тень, потемки"
"216";"darling";"|ˈdɑːrlɪŋ|";"|ˈdɑːlɪŋ|";"./sound/us/darling.mp3";"./sound/uk/darling.mp3";"дорогой, милый, любимый, миленький, родной, любимая, любимый, любимец, душенька"
"217";"date";"|deɪt|";"|deɪt|";"./sound/us/date.mp3";"./sound/uk/date.mp3";"дата, срок, время, свидание, период, финик, датировать, устареть"
"218";"daughter";"|ˈdɔːtər|";"|ˈdɔːtə|";"./sound/us/daughter.mp3";"./sound/uk/daughter.mp3";"дочь, порождение, дочерний"
"219";"day";"|deɪ|";"|deɪ|";"./sound/us/day.mp3";"./sound/uk/day.mp3";"день, сутки, время, рабочий день, дневной"
"220";"december";"|dɪˈsembər|";"|dɪˈsembə|";"./sound/us/december.mp3";"./sound/uk/december.mp3";"декабрь, декабрьский"
"221";"decide";"|dɪˈsaɪd|";"|dɪˈsaɪd|";"./sound/us/decide.mp3";"./sound/uk/decide.mp3";"решать, решаться, принимать решение, рассудить, постановлять, вознамериваться"
"222";"definition";"|ˌdefɪˈnɪʃn|";"|defɪˈnɪʃ(ə)n|";"./sound/us/definition.mp3";"./sound/uk/definition.mp3";"определение, четкость, описание, резкость, точность, ясность"
"223";"delicious";"|dɪˈlɪʃəs|";"|dɪˈlɪʃəs|";"./sound/us/delicious.mp3";"./sound/uk/delicious.mp3";"восхитительный, очень вкусный, очень вкусно, приятный, прелестный"
"224";"dentist";"|ˈdentɪst|";"|ˈdentɪst|";"./sound/us/dentist.mp3";"./sound/uk/dentist.mp3";"дантист, зубной врач"
"225";"describe";"|dɪˈskraɪb|";"|dɪˈskraɪb|";"./sound/us/describe.mp3";"./sound/uk/describe.mp3";"описывать, охарактеризовать, характеризовать, характеризоваться, изображать"
"226";"desk";"|desk|";"|desk|";"./sound/us/desk.mp3";"./sound/uk/desk.mp3";"стол, письменный стол, рабочий стол, настольный"
"227";"details";"|dəˈteɪlz|";"|ˈdiːteɪlz|";"./sound/us/details.mp3";"./sound/uk/details.mp3";"детали, элементы"
"228";"diary";"|ˈdaɪərɪ|";"|ˈdaɪərɪ|";"./sound/us/diary.mp3";"./sound/uk/diary.mp3";"дневник, записная книжка, записная книжка-календарь"
"229";"dictate";"|ˈdɪkteɪt|";"|dɪkˈteɪt|";"./sound/us/dictate.mp3";"./sound/uk/dictate.mp3";"диктат, веление, предписание, диктовать, продиктовать, предписывать"
"230";"dictionary";"|ˈdɪkʃənerɪ|";"|ˈdɪkʃ(ə)n(ə)rɪ|";"./sound/us/dictionary.mp3";"./sound/uk/dictionary.mp3";"словарь"
"231";"die";"|daɪ|";"|daɪ|";"./sound/us/die.mp3";"./sound/uk/die.mp3";"умереть, умирать, помирать, отмирать, матрица, штамп, фильера, игральная кость"
"232";"difference";"|ˈdɪfrəns|";"|ˈdɪf(ə)r(ə)ns|";"./sound/us/difference.mp3";"./sound/uk/difference.mp3";"разница, различие, разность, разногласие, отличать, вычислять разность"
